review_title,review_text,sentiment
Bad quality,product not good,negative
Could be way better,very bad experience,negative
Could be way better,outer body quality is poor very thin sheet,negative
Expected a better product,on top center screw was given in iron it got rust too quickly,negative
Could be way better,its not working,negative
Moderate,inside some bolts are loose,negative
Moderate,not better,negative
Expected a better product,not up to mark,negative
Bad quality,low qulity,negative
Moderate,damage product,negative
Could be way better,its cooking take more time,negative
Could be way better,very small,negative
Could be way better,it has a dent and scratches on it,negative
Could be way better,below expectations rice is slightly getting burnt rice is not cooked properly not at all value for money,negative
Moderate,was defective may be occurred during transit,negative
Could be way better,damaged product received,negative
Moderate,product damaged no quality,negative
Not good,getting electric shock while cooking,negative
Bad quality,vari bad,negative
Could be way better,too small,Negative
Could be way better,not working properly,negative
Could be way better,worst productif i know its made by hina then i nsver order thischinese product is always worst,negative
Expected a better product,very small,negative
Bad quality,rice bowl is very small,Negative
Could be way better,good working but small,neutral
Expected a better product,no packingonly factory boxcooker was one side damagedprice and quality okiam sending back to day,negative
Moderate,it was defective switch for moving on cook option was not working so returned,Negative
Could be way better,very small,negative
Bad quality,fillter plate not fixing properly,negative
Not good,the product was damaged near the handle,negative
Moderate,pot is very thin,Negative
Slightly disappointed,i recipe damaged product for side of the cooker ,negative
Slightly disappointed,use less product,negative
Bad quality,ok ok,neutral
Bad quality,not working properlycook button was not lockingi am very disappointed about this product and brandbut it appreciating that after sending the return requisition within 24 hours product was collected and refund has been in next two hoursthis has been appreciating about flipkart,negative
Expected a better product,outer surface is bit damaged,negative
Expected a better product,the rice cooker worked fine for first few days but suddenly it stopped working and the autocut stopped working well,Negative
Slightly disappointed,average product,neutral
Not good,not good,Negative
Could be way better,not good,negative
Could be way better,not good,negative
Could be way better,fault product and worst quality of bowl and plateis this really pigeon cooker or locally made and using brand namei want money backno money return option only replacement optionworst from flipkart and doing road side businessdont buy in offerwaste of time and moneyi will see cooker shop and check its qualityand this oneno steamer in package,negative
